{}	0.00000
{1}	36.00000
{2}	18.00000
{1,2}	22.50000
{3}	12.00000
{1,3}	26.00000
{2,3}	16.28571
{1,2,3}	25.86508
{4}	9.00000
{1,4}	27.00000
{2,4}	15.42857
{1,2,4}	24.31169
{3,4}	12.33333
{1,3,4}	24.61111
{2,3,4}	16.70068
{1,2,3,4}	22.91149
{5}	7.20000
{1,5}	27.90000
{2,5}	15.60000
{1,2,5}	24.18462
{3,5}	11.76000
{1,3,5}	24.79067
{2,3,5}	16.39837
{1,2,3,5}	23.05503
{4,5}	9.98182
{1,4,5}	24.49870
{2,4,5}	15.51916
{1,2,4,5}	22.90067
{3,4,5}	12.83623
{1,3,4,5}	22.65225
{2,3,4,5}	16.10026
{1,2,3,4,5}	22.39511
{6}	6.00000
{1,6}	28.66667
{2,6}	15.60000
{1,2,6}	23.94762
{3,6}	11.40000
{1,3,6}	24.58222
{2,3,6}	16.18929
{1,2,3,6}	23.54746
{4,6}	9.50000
{1,4,6}	24.95098
{2,4,6}	15.30095
{1,2,4,6}	22.52470
{3,4,6}	12.54259
{1,3,4,6}	22.82938
{2,3,4,6}	15.94579
{1,2,3,4,6}	22.37944
{5,6}	8.40000
{1,5,6}	24.85833
{2,5,6}	15.09474
{1,2,5,6}	23.03317
{3,5,6}	11.96842
{1,3,5,6}	22.83384
{2,3,5,6}	15.75489
{1,2,3,5,6}	22.43332
{4,5,6}	10.54242
{1,4,5,6}	22.57169
{2,4,5,6}	14.99889
{1,2,4,5,6}	21.95162
{3,4,5,6}	12.72915
{1,3,4,5,6}	21.59125
{2,3,4,5,6}	15.76598
{1,2,3,4,5,6}	21.38978
{7}	6.00000
{1,7}	36.85714
{2,7}	19.50000
{1,2,7}	23.93571
{3,7}	14.00000
{1,3,7}	27.38095
{2,3,7}	17.86264
{1,2,3,7}	26.73894
{4,7}	11.40000
{1,4,7}	28.37143
{2,4,7}	17.06703
{1,2,4,7}	25.30555
{3,4,7}	14.42564
{1,3,4,7}	24.29803
{2,3,4,7}	17.81358
{1,2,3,4,7}	23.89202
{5,7}	9.92727
{1,5,7}	29.25807
{2,5,7}	17.51958
{1,2,5,7}	23.90697
{3,5,7}	13.64636
{1,3,5,7}	25.93515
{2,3,5,7}	17.88263
{1,2,3,5,7}	23.71265
{4,5,7}	12.03529
{1,4,5,7}	25.67715
{2,4,5,7}	17.08478
{1,2,4,5,7}	23.40270
{3,4,5,7}	14.58268
{1,3,4,5,7}	23.20046
{2,3,4,5,7}	17.51933
{1,2,3,4,5,7}	22.98402
{6,7}	9.00000
{1,6,7}	30.21612
{2,6,7}	17.28750
{1,2,6,7}	25.20126
{3,6,7}	13.33750
{1,3,6,7}	25.89993
{2,3,6,7}	17.54484
{1,2,3,6,7}	24.69048
{4,6,7}	11.63333
{1,4,6,7}	26.33546
{2,4,6,7}	16.71443
{1,2,4,6,7}	23.68166
{3,4,6,7}	14.33403
{1,3,4,6,7}	23.28833
{2,3,4,6,7}	17.23013
{1,2,3,4,6,7}	23.17373
{5,6,7}	10.68230
{1,5,6,7}	26.28987
{2,5,6,7}	16.78926
{1,2,5,6,7}	23.60849
{3,5,6,7}	13.62525
{1,3,5,6,7}	24.13654
{2,3,5,6,7}	17.21922
{1,2,3,5,6,7}	23.24311
{4,5,6,7}	12.33395
{1,4,5,6,7}	23.92458
{2,4,5,6,7}	16.51309
{1,2,4,5,6,7}	22.66988
{3,4,5,6,7}	14.37951
{1,3,4,5,6,7}	22.39932
{2,3,4,5,6,7}	17.14168
{1,2,3,4,5,6,7}	22.12136
{8}	7.20000
{1,8}	37.20000
{2,8}	20.05714
{1,2,8}	24.46190
{3,8}	14.70000
{1,3,8}	27.88182
{2,3,8}	18.45000
{1,2,3,8}	27.14524
{4,8}	12.60000
{1,4,8}	28.14545
{2,4,8}	17.53247
{1,2,4,8}	25.87939
{3,4,8}	14.92051
{1,3,4,8}	25.95589
{2,3,4,8}	18.53090
{1,2,3,4,8}	24.18540
{5,8}	10.80000
{1,5,8}	29.74615
{2,5,8}	17.87755
{1,2,5,8}	25.72059
{3,5,8}	14.73692
{1,3,5,8}	25.24099
{2,3,5,8}	18.08520
{1,2,3,5,8}	24.47337
{4,5,8}	13.04727
{1,4,5,8}	25.91198
{2,4,5,8}	17.50110
{1,2,4,5,8}	24.35108
{3,4,5,8}	15.43319
{1,3,4,5,8}	23.74802
{2,3,4,5,8}	17.98794
{1,2,3,4,5,8}	23.47574
{6,8}	9.92727
{1,6,8}	30.49004
{2,6,8}	18.26134
{1,2,6,8}	24.18998
{3,6,8}	14.04545
{1,3,6,8}	26.24411
{2,3,6,8}	18.37166
{1,2,3,6,8}	24.76899
{4,6,8}	12.70511
{1,4,6,8}	26.34559
{2,4,6,8}	17.59614
{1,2,4,6,8}	23.47772
{3,4,6,8}	14.91008
{1,3,4,6,8}	24.30016
{2,3,4,6,8}	18.02447
{1,2,3,4,6,8}	23.46774
{5,6,8}	11.49091
{1,5,6,8}	26.62247
{2,5,6,8}	17.47304
{1,2,5,6,8}	24.00989
{3,5,6,8}	14.59747
{1,3,5,6,8}	23.92588
{2,3,5,6,8}	17.83159
{1,2,3,5,6,8}	23.54912
{4,5,6,8}	13.26594
{1,4,5,6,8}	24.14023
{2,4,5,6,8}	17.22461
{1,2,4,5,6,8}	23.08730
{3,4,5,6,8}	15.20601
{1,3,4,5,6,8}	22.81251
{2,3,4,5,6,8}	17.80651
{1,2,3,4,5,6,8}	22.56146
{7,8}	9.92727
{1,7,8}	37.78442
{2,7,8}	21.05365
{1,2,7,8}	25.40951
{3,7,8}	15.99870
{1,3,7,8}	28.78836
{2,3,7,8}	19.50145
{1,2,3,7,8}	27.79695
{4,7,8}	14.06494
{1,4,7,8}	29.05898
{2,4,7,8}	18.62480
{1,2,4,7,8}	26.59350
{3,4,7,8}	16.34445
{1,3,4,7,8}	25.28313
{2,3,4,7,8}	19.27031
{1,2,3,4,7,8}	24.84815
{5,7,8}	12.50455
{1,5,7,8}	30.63413
{2,5,7,8}	19.18000
{1,2,5,7,8}	25.17438
{3,5,7,8}	15.93275
{1,3,5,7,8}	26.07938
{2,3,5,7,8}	19.17478
{1,2,3,5,7,8}	24.80180
{4,5,7,8}	14.38824
{1,4,5,7,8}	26.75137
{2,4,5,7,8}	18.62229
{1,2,4,5,7,8}	24.62569
{3,4,5,7,8}	16.63760
{1,3,4,5,7,8}	23.85994
{2,3,4,5,7,8}	19.00684
{1,2,3,4,5,7,8}	23.75773
{6,7,8}	11.77219
{1,6,7,8}	31.52078
{2,6,7,8}	19.32375
{1,2,6,7,8}	25.12950
{3,6,7,8}	15.33928
{1,3,6,7,8}	27.19574
