{}	0.00000
{1}	36.00000
{2}	18.00000
{1,2}	18.00000
{3}	12.00000
{1,3}	16.00000
{2,3}	15.00000
{1,2,3}	20.71429
{4}	9.00000
{1,4}	15.00000
{2,4}	13.50000
{1,2,4}	19.16667
{3,4}	12.33333
{1,3,4}	16.73333
{2,3,4}	15.68056
{1,2,3,4}	17.67338
{5}	7.20000
{1,5}	14.40000
{2,5}	12.60000
{1,2,5}	18.49091
{3,5}	11.52000
{1,3,5}	16.08615
{2,3,5}	15.02000
{1,2,3,5}	17.17885
{4,5}	9.98182
{1,4,5}	15.08182
{2,4,5}	13.83312
{1,2,4,5}	16.32321
{3,4,5}	12.78290
{1,3,4,5}	15.74990
{2,3,4,5}	14.86236
{1,2,3,4,5}	17.25278
{6}	6.00000
{1,6}	14.00000
{2,6}	12.00000
{1,2,6}	18.16667
{3,6}	10.80000
{1,3,6}	15.60000
{2,3,6}	14.40000
{1,2,3,6}	16.80000
{4,6}	9.50000
{1,4,6}	14.61111
{2,4,6}	13.44444
{1,2,4,6}	16.00463
{3,4,6}	12.40926
{1,3,4,6}	15.39352
{2,3,4,6}	14.47881
{1,2,3,4,6}	16.91302
{5,6}	8.40000
{1,5,6}	14.08000
{2,5,6}	12.63529
{1,2,5,6}	15.45961
{3,5,6}	11.71765
{1,3,5,6}	14.87126
{2,3,5,6}	13.86541
{1,2,3,5,6}	16.42791
{4,5,6}	10.54242
{1,4,5,6}	14.35585
{2,4,5,6}	13.33029
{1,2,4,5,6}	15.71165
{3,4,5,6}	12.56727
{1,3,4,5,6}	15.19138
{2,3,4,5,6}	14.42716
{1,2,3,4,5,6}	16.12832
{7}	6.00000
{1,7}	36.85714
{2,7}	19.50000
{1,2,7}	19.50000
{3,7}	14.00000
{1,3,7}	17.55556
{2,3,7}	16.60000
{1,2,3,7}	21.61087
{4,7}	11.40000
{1,4,7}	16.60000
{2,4,7}	15.18000
{1,2,4,7}	20.20533
{3,4,7}	14.42564
{1,3,4,7}	17.90855
{2,3,4,7}	16.94859
{1,2,3,4,7}	18.75666
{5,7}	9.92727
{1,5,7}	16.03636
{2,5,7}	14.78182
{1,2,5,7}	19.65401
{3,5,7}	13.35471
{1,3,5,7}	17.27395
{2,3,5,7}	16.53765
{1,2,3,5,7}	18.40190
{4,5,7}	12.03529
{1,4,5,7}	16.35508
{2,4,5,7}	15.46128
{1,2,4,5,7}	17.61391
{3,4,5,7}	14.51996
{1,3,4,5,7}	17.05088
{2,3,4,5,7}	16.51197
{1,2,3,4,5,7}	18.32793
{6,7}	9.00000
{1,6,7}	16.14286
{2,6,7}	13.80000
{1,2,6,7}	19.29429
{3,6,7}	12.70909
{1,3,6,7}	17.12814
{2,3,6,7}	15.68121
{1,2,3,6,7}	18.10152
{4,6,7}	11.63333
{1,4,6,7}	16.26532
{2,4,6,7}	14.80889
{1,2,4,6,7}	17.36282
{3,4,6,7}	14.12785
{1,3,4,6,7}	16.95213
{2,3,4,6,7}	15.86988
{1,2,3,4,6,7}	18.07156
{5,6,7}	10.68230
{1,5,6,7}	15.65076
{2,5,6,7}	14.31735
{1,2,5,6,7}	17.02911
{3,5,6,7}	13.31960
{1,3,5,6,7}	16.31153
{2,3,5,6,7}	15.35309
{1,2,3,5,6,7}	17.67089
{4,5,6,7}	12.33395
{1,4,5,6,7}	15.80415
{2,4,5,6,7}	14.86879
{1,2,4,5,6,7}	17.06960
{3,4,5,6,7}	14.15454
{1,3,4,5,6,7}	16.58178
{2,3,4,5,6,7}	15.88203
{1,2,3,4,5,6,7}	17.43419
{8}	7.20000
{1,8}	37.20000
{2,8}	20.05714
{1,2,8}	20.05714
{3,8}	14.70000
{1,3,8}	18.13750
{2,3,8}	17.20000
{1,2,3,8}	22.04003
{4,8}	12.60000
{1,4,8}	17.25000
{2,4,8}	15.90000
{1,2,4,8}	20.80092
{3,4,8}	14.92051
{1,3,4,8}	18.50533
{2,3,4,8}	17.55899
{1,2,3,4,8}	19.24984
{5,8}	10.80000
{1,5,8}	16.65000
{2,5,8}	15.00000
{1,2,5,8}	20.13153
{3,5,8}	14.67000
{1,3,5,8}	17.85006
{2,3,5,8}	16.88857
{1,2,3,5,8}	18.82046
{4,5,8}	13.04727
{1,4,5,8}	17.01587
{2,4,5,8}	15.97556
{1,2,4,5,8}	18.01777
{3,4,5,8}	15.41515
{1,3,4,5,8}	17.63458
{2,3,4,5,8}	16.90608
{1,2,3,4,5,8}	18.78370
{6,8}	9.92727
{1,6,8}	16.29091
{2,6,8}	15.17922
{1,2,6,8}	19.79533
{3,6,8}	13.41818
{1,3,6,8}	17.34965
{2,3,6,8}	16.68571
{1,2,3,6,8}	18.54747
{4,6,8}	12.70511
{1,4,6,8}	16.59138
{2,4,6,8}	16.05044
{1,2,4,6,8}	17.92103
{3,4,6,8}	14.75710
{1,3,4,6,8}	17.18637
{2,3,4,6,8}	16.69180
{1,2,3,4,6,8}	18.51754
{5,6,8}	11.49091
{1,5,6,8}	15.93455
{2,5,6,8}	15.21192
{1,2,5,6,8}	17.35777
{3,5,6,8}	14.27807
{1,3,5,6,8}	16.75860
{2,3,5,6,8}	16.20857
{1,2,3,5,6,8}	18.05807
{4,5,6,8}	13.26594
{1,4,5,6,8}	16.22236
{2,4,5,6,8}	15.75245
{1,2,4,5,6,8}	17.49087
{3,4,5,6,8}	15.01337
{1,3,4,5,6,8}	16.98488
{2,3,4,5,6,8}	16.58246
{1,2,3,4,5,6,8}	17.84210
{7,8}	9.92727
{1,7,8}	37.78442
{2,7,8}	21.05365
{1,2,7,8}	21.05365
{3,7,8}	15.99870
{1,3,7,8}	19.17543
{2,3,7,8}	18.27013
{1,2,3,7,8}	22.71658
{4,7,8}	14.06494
{1,4,7,8}	18.31568
{2,4,7,8}	17.01896
{1,2,4,7,8}	21.55322
{3,4,7,8}	16.34445
{1,3,4,7,8}	19.35845
{2,3,4,7,8}	18.47774
{1,2,3,4,7,8}	20.05947
{5,7,8}	12.50455
{1,5,7,8}	17.74578
{2,5,7,8}	16.52098
{1,2,5,7,8}	20.95567
{3,5,7,8}	15.81802
{1,3,5,7,8}	18.71221
{2,3,5,7,8}	18.02489
{1,2,3,5,7,8}	19.73234
{4,5,7,8}	14.38824
{1,4,5,7,8}	17.92817
{2,4,5,7,8}	17.14822
{1,2,4,5,7,8}	18.98097
{3,4,5,7,8}	16.61241
{1,3,4,5,7,8}	18.59811
{2,3,4,5,7,8}	18.14703
{1,2,3,4,5,7,8}	19.61059
{6,7,8}	11.77219
{1,6,7,8}	17.79206
{2,6,7,8}	16.29802
{1,2,6,7,8}	20.59186
{3,6,7,8}	14.70160
{1,3,6,7,8}	18.50934
