{}	0.00000
{1}	36.00000
{2}	18.00000
{1,2}	24.75000
{3}	12.00000
{1,3}	26.00000
{2,3}	16.28571
{1,2,3}	28.07143
{4}	9.00000
{1,4}	27.00000
{2,4}	16.07143
{1,2,4}	25.78734
{3,4}	12.33333
{1,3,4}	26.02778
{2,3,4}	16.97959
{1,2,3,4}	25.54669
{5}	7.20000
{1,5}	27.90000
{2,5}	15.60000
{1,2,5}	25.52308
{3,5}	11.76000
{1,3,5}	24.79067
{2,3,5}	17.04735
{1,2,3,5}	24.99850
{4,5}	9.98182
{1,4,5}	25.91299
{2,4,5}	15.89562
{1,2,4,5}	24.46737
{3,4,5}	12.83623
{1,3,4,5}	24.44128
{2,3,4,5}	16.72209
{1,2,3,4,5}	24.91701
{6}	6.00000
{1,6}	28.66667
{2,6}	15.60000
{1,2,6}	25.37857
{3,6}	11.70000
{1,3,6}	24.69111
{2,3,6}	16.24821
{1,2,3,6}	25.39631
{4,6}	9.50000
{1,4,6}	24.95098
{2,4,6}	16.34714
{1,2,4,6}	23.87599
{3,4,6}	12.68796
{1,3,4,6}	23.87789
{2,3,4,6}	16.54164
{1,2,3,4,6}	24.55658
{5,6}	8.40000
{1,5,6}	26.22708
{2,5,6}	15.09474
{1,2,5,6}	24.50563
{3,5,6}	12.13579
{1,3,5,6}	23.57793
{2,3,5,6}	16.28212
{1,2,3,5,6}	24.35000
{4,5,6}	10.54242
{1,4,5,6}	24.40902
{2,4,5,6}	15.68329
{1,2,4,5,6}	23.76816
{3,4,5,6}	12.83754
{1,3,4,5,6}	23.51035
{2,3,4,5,6}	16.52411
{1,2,3,4,5,6}	23.94928
{7}	6.00000
{1,7}	36.85714
{2,7}	19.50000
{1,2,7}	26.15357
{3,7}	14.00000
{1,3,7}	27.38095
{2,3,7}	17.86264
{1,2,3,7}	28.89685
{4,7}	11.40000
{1,4,7}	28.37143
{2,4,7}	17.67527
{1,2,4,7}	26.76382
{3,4,7}	14.91282
{1,3,4,7}	26.53537
{2,3,4,7}	18.28401
{1,2,3,4,7}	26.55761
{5,7}	9.92727
{1,5,7}	29.25807
{2,5,7}	18.25804
{1,2,5,7}	26.06536
{3,5,7}	13.64636
{1,3,5,7}	25.93515
{2,3,5,7}	18.76008
{1,2,3,5,7}	25.99215
{4,5,7}	12.03529
{1,4,5,7}	27.02364
{2,4,5,7}	17.80325
{1,2,4,5,7}	25.39250
{3,4,5,7}	14.82563
{1,3,4,5,7}	25.37280
{2,3,4,5,7}	18.43630
{1,2,3,4,5,7}	25.79519
{6,7}	9.00000
{1,6,7}	31.95971
{2,6,7}	17.28750
{1,2,6,7}	27.08955
{3,6,7}	13.60625
{1,3,6,7}	26.80372
{2,3,6,7}	17.59841
{1,2,3,6,7}	27.02440
{4,6,7}	11.63333
{1,4,6,7}	27.31285
{2,4,6,7}	17.67693
{1,2,4,6,7}	25.46762
{3,4,6,7}	14.76221
{1,3,4,6,7}	25.52539
{2,3,4,6,7}	17.92512
{1,2,3,4,6,7}	25.95921
{5,6,7}	10.68230
{1,5,6,7}	28.82741
{2,5,6,7}	17.24689
{1,2,5,6,7}	26.05419
{3,5,6,7}	13.77845
{1,3,5,6,7}	25.58136
{2,3,5,6,7}	17.93298
{1,2,3,5,6,7}	25.84251
{4,5,6,7}	12.33395
{1,4,5,6,7}	26.55670
{2,4,5,6,7}	17.45034
{1,2,4,5,6,7}	25.26264
{3,4,5,6,7}	14.66178
{1,3,4,5,6,7}	25.17257
{2,3,4,5,6,7}	18.14340
{1,2,3,4,5,6,7}	25.40254
{8}	7.20000
{1,8}	37.20000
{2,8}	20.05714
{1,2,8}	26.66429
{3,8}	14.70000
{1,3,8}	27.88182
{2,3,8}	18.45000
{1,2,3,8}	29.28198
{4,8}	12.71250
{1,4,8}	28.61932
{2,4,8}	18.36015
{1,2,4,8}	27.31830
{3,4,8}	15.03750
{1,3,4,8}	27.51484
{2,3,4,8}	18.90745
{1,2,3,4,8}	26.88789
{5,8}	10.80000
{1,5,8}	29.74615
{2,5,8}	17.87755
{1,2,5,8}	27.03384
{3,5,8}	15.08769
{1,3,5,8}	25.94988
{2,3,5,8}	18.94439
{1,2,3,5,8}	26.45255
{4,5,8}	13.11205
{1,4,5,8}	27.49635
{2,4,5,8}	17.98855
{1,2,4,5,8}	25.99375
{3,4,5,8}	15.59849
{1,3,4,5,8}	25.94418
{2,3,4,5,8}	18.74925
{1,2,3,4,5,8}	26.25210
{6,8}	9.92727
{1,6,8}	30.49004
{2,6,8}	18.90749
{1,2,6,8}	26.46221
{3,6,8}	14.30455
{1,3,6,8}	26.34949
{2,3,6,8}	18.57971
{1,2,3,6,8}	26.88494
{4,6,8}	12.76065
{1,4,6,8}	26.62622
{2,4,6,8}	19.03725
{1,2,4,6,8}	25.39928
{3,4,6,8}	15.11133
{1,3,4,6,8}	25.47259
{2,3,4,6,8}	18.85109
{1,2,3,4,6,8}	25.93362
{5,6,8}	11.49091
{1,5,6,8}	27.89212
{2,5,6,8}	17.81511
{1,2,5,6,8}	25.92107
{3,5,6,8}	14.94103
{1,3,5,6,8}	25.06343
{2,3,5,6,8}	18.63575
{1,2,3,5,6,8}	25.80318
{4,5,6,8}	13.32057
{1,4,5,6,8}	26.03418
{2,4,5,6,8}	18.20933
{1,2,4,5,6,8}	25.23134
{3,4,5,6,8}	15.44196
{1,3,4,5,6,8}	25.05038
{2,3,4,5,6,8}	18.80206
{1,2,3,4,5,6,8}	25.43790
{7,8}	9.92727
{1,7,8}	37.78442
{2,7,8}	21.05365
{1,2,7,8}	27.58744
{3,7,8}	15.99870
{1,3,7,8}	28.78836
{2,3,7,8}	19.50145
{1,2,3,7,8}	29.89796
{4,7,8}	14.16575
{1,4,7,8}	29.50900
{2,4,7,8}	19.40963
{1,2,4,7,8}	28.01575
{3,4,7,8}	16.86560
{1,3,4,7,8}	27.71472
{2,3,4,7,8}	19.82861
{1,2,3,4,7,8}	27.61939
{5,7,8}	12.50455
{1,5,7,8}	30.63413
{2,5,7,8}	19.82681
{1,2,5,7,8}	27.28175
{3,5,7,8}	16.23926
{1,3,5,7,8}	26.76309
{2,3,5,7,8}	20.25161
{1,2,3,5,7,8}	27.14251
{4,5,7,8}	14.44192
{1,4,5,7,8}	28.27861
{2,4,5,7,8}	19.39712
{1,2,4,5,7,8}	26.62866
{3,4,5,7,8}	17.04338
{1,3,4,5,7,8}	26.52977
{2,3,4,5,7,8}	20.05093
{1,2,3,4,5,7,8}	26.86930
{6,7,8}	11.77219
{1,6,7,8}	33.14748
{2,6,7,8}	19.91518
{1,2,6,7,8}	27.82167
{3,6,7,8}	15.57792
{1,3,6,7,8}	28.06919
